SK_ID_CURR,TARGET
100001,0.03520323253179641
100005,0.16480657618861355
100013,0.05945071992409878
100028,0.031405994441899746
100038,0.150341732087183
100042,0.03331609053080035
100057,0.006055278932636359
100065,0.03441809114094618
100066,0.012713035195217756
100067,0.08440303583858491
100074,0.04151012263389414
100090,0.04267446298774671
100091,0.2139525612968607
100092,0.0766449691716328
100106,0.0659704916887292
100107,0.20228571252437338
100109,0.03531687455990646
100117,0.026993430044442133
100128,0.09422004997492549
100141,0.03752345274035899
100150,0.0382866612942454
100168,0.008293388576910393
100169,0.05403103597475068
100170,0.2294377986076712
100171,0.060670047988794655
100172,0.13609628968862952
100184,0.10007529385220396
100187,0.06101109792305496
100212,0.022523744192120634
100222,0.04438031683958297
100223,0.03147208341188628
100232,0.009975859724064147
100241,0.18019627220006665
100245,0.01580127682345486
100253,0.03746587955370323
100256,0.07192112576997375
100271,0.006819790091712707
100278,0.33082561139501204
100280,0.008828843176531138
100306,0.1542081401606705
100311,0.06234840239019945
100312,0.0317965649529696
100330,0.11575820336148648
100331,0.022435347687446257
100352,0.09171288109247552
100358,0.10257242224833166
100367,0.01800722492782699
100382,0.11526119576403533
100384,0.13365954603066538
100385,0.040732826283414285
100386,0.02622873913347204
100399,0.03151472379366467
100404,0.03824904086194487
100416,0.013180748420000011
100422,0.018355200339529018
100426,0.03587061155767845
100438,0.023550425970624463
100444,0.09622811129642216
100445,0.09993253941410923
100446,0.05201835611866245
100447,0.02047235762650949
100450,0.10554401286203934
100466,0.007959954809473124
100483,0.014917885936535879
100484,0.01832130942857386
100494,0.052482969653523066
100510,0.09925931992180742
100512,0.017869591609852447
100517,0.028084375891650325
100548,0.030545708006625358
100551,0.07891136913762223
100552,0.057737815770819205
100553,0.015544578414105444
100561,0.14412900149631147
100568,0.3910246014463102
100569,0.016606465672591962
100591,0.18262426351678696
100592,0.025019340830038834
100602,0.03190947202382078
100607,0.06088740376075632
100613,0.05896341092922853
100617,0.06464475044401025
100618,0.08377230107395564
100622,0.05654502257782097
100625,0.07028344211451157
100677,0.09843949163976531
100699,0.02101485658292658
100702,0.3312822893176162
100711,0.04636528200077298
100729,0.09376231786086005
100740,0.2159748359131307
100744,0.0892533906774686
100745,0.038189021401161316
100747,0.11379347002159036
100751,0.3052794280821013
100752,0.02325391367336625
100753,0.159638427670053
100754,0.3323692461039788
100760,0.051743616184810694
100762,0.0840100119675743
100763,0.02628845155331757
100765,0.022745997239255043
100770,0.1283427093864783
100772,0.031189212984427544
100777,0.020303163009073533
100791,0.0164458711421774
100792,0.008396130326966204
100797,0.046207763658472116
100823,0.024741228740908332
100826,0.02860602010928457
100830,0.033153993837364615
100836,0.11697383170440653
100872,0.06632272849369876
100910,0.047233504432000015
100913,0.09080809707271503
100918,0.01596404092491332
100931,0.011326960686570223
100952,0.02620803516356247
100953,0.02148222736485571
100965,0.1737093759966637
100970,0.03417365377409903
100982,0.1535088832004699
100983,0.22418539401473886
100984,0.035780682375144486
100987,0.052821558039118456
100997,0.048214849554510865
100998,0.2676754683965196
101002,0.030896270211223414
101005,0.14269549255665653
101008,0.3703110297411411
101020,0.038285878900705
101021,0.06431584599168381
101024,0.030086664694548033
101025,0.19565766578701102
101026,0.017887678296374936
101031,0.015662873421338964
101041,0.016651790554840142
101051,0.009208981799742376
101055,0.05036792052895854
101056,0.17139624534512077
101057,0.029195714026959776
101064,0.02289558274188655
101079,0.09220464799445129
101087,0.018316792092392984
101090,0.03529169674047222
101092,0.09463201658023367
101097,0.12757096610739058
101099,0.02826279888473116
101107,0.06478789895169637
101118,0.029256819347869185
101125,0.09726103041295471
101126,0.010338623184183144
101128,0.008785187229372559
101136,0.05967744425827617
101140,0.24421979105843905
101149,0.06938910187212463
101160,0.16586418959612473
101169,0.18093432131089404
101181,0.0517882098097761
101186,0.009403064004687501
101190,0.025228217221284883
101193,0.08061604957217007
101194,0.08287022778603617
101198,0.1316228144222934
101200,0.02370782854535329
101204,0.018933802918667603
101211,0.08571339218247322
101213,0.03402106836352094
101223,0.02848164973310096
101225,0.11848990125863314
101237,0.06135013624363795
101243,0.05573685699682555
101244,0.1084073549735179
101258,0.019608556492713758
101259,0.1440918570035828
101268,0.1192379902307925
101269,0.020868089877835908
101271,0.02856033313880476
101279,0.027344758736712417
101281,0.19957789060206835
101287,0.05368206245766221
101292,0.023618746166270542
101294,0.02960778116767158
101296,0.10184290732726521
101297,0.012256891225834263
101299,0.026573473293161842
101301,0.027551366015927194
101305,0.06555278837906621
101308,0.22654092075514806
101318,0.009167986758637354
101327,0.1658680612752392
101329,0.012347344434116456
101332,0.05453205604549385
101337,0.026984250410327152
101343,0.0196909097583425
101345,0.029212601996943727
101346,0.011349611835695503
101353,0.014246044122484897
101354,0.1626878892238952
101355,0.26317122866906356
101356,0.02867545735784821
101362,0.05234246719606736
101363,0.46539107379219374
101365,0.015282672278568922
101366,0.051703718551065245
101367,0.21927500569299543
101368,0.015589278189879473
101374,0.11572085924514149
101380,0.01511151377471657
101383,0.051988469296997006
101398,0.01590004993944829
101399,0.2551538060672143
101401,0.2761416914919871
101412,0.04634918680108179
101426,0.07701950747637104
101427,0.38644053676124335
101428,0.19359001860334935
101429,0.10570449998466555
101434,0.025758880568970324
101440,0.3373204393135164
101448,0.044811287687717395
101449,0.03747076832402893
101465,0.02218807043636481
101467,0.020221213813081593
101472,0.08201706273823711
101478,0.13455208963986676
101497,0.045987573003652964
101504,0.0386034907263884
101547,0.01182209598033539
101548,0.10546009914345864
101555,0.06357123172132967
101570,0.016483306450514656
101572,0.033570153682630534
101578,0.0254616881167341
101580,0.09849173551407135
101588,0.10034841698895837
101602,0.047676490565446414
101610,0.08805373680108611
101614,0.035133662540766185
101616,0.041994485747089375
101643,0.11535203290917365
101644,0.033824447543411726
101649,0.031076525203470536
101650,0.07162248841720337
101665,0.014297963848528971
101667,0.10726310161357182
101669,0.10791445756528757
101674,0.10084576135978171
101675,0.006370271301145267
101678,0.08769229456138117
101682,0.024721847028836036
